11,38053926;-1,333666156;-6,339028912;NA;16,84903479;-6,34492397;-3,595301967;-3,559882019;-6,34492397;-0,316164539;NA;-0,577350269;NA;-0,316164539;-1,99129759;-6,50684238
-1,617168927;26,88826857;-3,443935848;-0,099014754;2,662514039;-3,453158719;-2,938482908;-2,547740429;-3,453158719;-0,316164539;-0,233549683;NA;NA;-0,316164539;-1,886516551;-3,536743148
-8,488957159;-4,110611948;3,950586778;-0,490880694;-16,96558293;3,960735187;-1,307912553;-1,773248535;3,960735187;-1,012194624;-1,203347507;-0,534522484;-0,765957138;-1,209153821;-5,516781225;3,980188767
-0,190117275;-0,108465229;-0,683644176;NA;4,970207624;-0,735862338;-0,315298782;-0,315298782;-0,735862338;NA;NA;NA;NA;NA;NA;-0,683644176
28,81711924;1,013634704;-17,74741087;3,049590136;69,99349506;-17,79423062;-12,20126393;-12,39493284;-17,79423062;-2,329960576;-2,089861383;-1;-0,194257172;-1,673605003;-6,815337369;-18,38299564
-8,517133583;-4,110611948;3,938856387;-0,490880694;-17,02646627;3,948982514;-1,261751991;-1,814007921;3,948982514;-1,012194624;-1,203347507;-0,534522484;-0,765957138;-1,209153821;-5,519992395;4,005353711
-4,546762262;-2,413872297;-1,90854114;-0,201007563;-10,84052512;-1,916133887;12,550519;12,69109894;-1,916133887;-0,75;-1,026401661;NA;NA;NA;-2,709268541;-1,575906246
-4,887631989;-0,306528429;-2,871689724;-0,201007563;-11,64310304;-2,876353723;13,42402984;15,9863632;-2,876353723;-0,791305475;-1,037198547;4,123105626;7,106885914;-0,25819889;0,153070516;-2,802070085
-8,517133583;-4,110611948;3,938856387;-0,490880694;-17,02646627;3,948982514;-1,261751991;-1,814007921;3,948982514;-1,012194624;-1,203347507;-0,534522484;-0,765957138;-1,209153821;-5,519992395;4,005353711
-0,8702914;-0,15249857;-0,917301783;NA;-2,015092614;-0,470534013;-1,252225246;-0,796030188;-0,470534013;0,565501335;-0,265193392;NA;NA;-0,25819889;6,460907033;-0,45257962
-0,729857132;-0,251357101;-2,051693598;NA;-1,740082345;-2,051693598;0,2539301;0,38445608;-2,051693598;2,634527448;5,018867634;NA;NA;1,58042787;7,846666746;-2,097890334
NA;NA;NA;NA;-1,732050808;NA;NA;NA;NA;NA;NA;1,732050808;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-0,397359707;-0,15249857;-0,358057437;NA;-0,659873256;-0,358057437;NA;NA;-0,358057437;NA;NA;NA;NA;NA;1,958816555;-0,358057437
-2,887637648;-1,068463021;-5,514293497;NA;-7,090277896;-5,579694616;-1,869271474;-1,513577992;-5,579694616;5,11918036;4,773567113;-0,242535625;-0,240192231;4,789666114;33,48689593;-5,393636139
-8,781231245;-4,18815337;4,216512295;-0,551178255;-17,87318183;4,226361565;-1,662660322;-2,101713123;4,226361565;-1,052115694;-1,203347507;-0,534522484;-0,785630839;-1,209153821;-5,777875718;4,403768636
